date,category,type,amount,description,payment_method
2024-11-18,Educação,despesa,255.96,Educação — transação automática,Transferência
2022-04-22,Freelance,receita,2475.08,Freelance — transação automática,Boleto
2022-12-11,Educação,despesa,513.7,Educação — transação automática,Débito
2022-10-26,Saúde,despesa,323.18,Saúde — transação automática,Cartão de Crédito
2022-07-19,Moradia,despesa,415.27,Moradia — transação automática,Débito
2023-06-09,Freelance,receita,2658.95,Freelance — transação automática,Transferência
2024-06-29,Rendimentos,receita,6467.01,Rendimentos — transação automática,Boleto
2024-01-11,Vestuário,despesa,369.75,Vestuário — transação automática,Boleto
2022-10-18,Alimentação,despesa,607.73,Alimentação — transação automática,Boleto
2023-10-01,Vestuário,despesa,485.72,Vestuário — transação automática,Cartão de Crédito
2024-01-30,Freelance,receita,6160.58,Freelance — transação automática,Transferência
2023-11-05,Bônus,receita,3927.15,Bônus — transação automática,Pix
2022-02-08,Educação,despesa,515.17,Educação — transação automática,Transferência
2022-06-23,Transporte,despesa,433.79,Transporte — transação automática,Cartão de Crédito
2023-10-10,Freelance,receita,5371.58,Freelance — transação automática,Boleto
2023-04-26,Lazer,despesa,449.21,Lazer — transação automática,Transferência
2024-02-06,Vestuário,despesa,520.31,Vestuário — transação automática,Transferência
2023-05-15,Lazer,despesa,502.06,Lazer — transação automática,Boleto
2022-08-30,Transporte,despesa,611.14,Transporte — transação automática,Boleto
2023-09-10,Impostos,despesa,408.15,Impostos — transação automática,Boleto
2023-07-10,Alimentação,despesa,638.97,Alimentação — transação automática,Boleto
2024-09-03,Rendimentos,receita,3961.82,Rendimentos — transação automática,Boleto
2024-05-08,Alimentação,despesa,355.47,Alimentação — transação automática,Transferência
2023-12-21,Assinaturas,despesa,143.61,Assinaturas — transação automática,Débito
2024-10-23,Assinaturas,despesa,270.19,Assinaturas — transação automática,Boleto
2024-11-07,Moradia,despesa,315.78,Moradia — transação automática,Boleto
2024-12-01,Impostos,despesa,637.65,Impostos — transação automática,Pix
2024-02-09,Transporte,despesa,67.01,Transporte — transação automática,Boleto
2024-10-20,Rendimentos,receita,4834.76,Rendimentos — transação automática,Transferência
2023-01-15,Transporte,despesa,448.52,Transporte — transação automática,Boleto
2024-08-21,Educação,despesa,570.4,Educação — transação automática,Transferência
2024-12-02,Freelance,receita,6573.66,Freelance — transação automática,Cartão de Crédito
2022-05-30,Lazer,despesa,5.0,Lazer — transação automática,Cartão de Crédito
2024-06-28,Vestuário,despesa,599.92,Vestuário — transação automática,Débito
2023-05-25,Moradia,despesa,317.98,Moradia — transação automática,Transferência
2024-12-27,Lazer,despesa,124.19,Lazer — transação automática,Débito
2023-03-17,Saúde,despesa,538.45,Saúde — transação automática,Boleto
2022-08-24,Salário,receita,3316.19,Salário — transação automática,Transferência
2023-12-21,Moradia,despesa,316.03,Moradia — transação automática,Cartão de Crédito
2024-10-12,Educação,despesa,434.73,Educação — transação automática,Transferência
2023-02-27,Freelance,receita,3281.75,Freelance — transação automática,Boleto
2023-02-11,Freelance,receita,429.1,Freelance — transação automática,Pix
2022-10-14,Educação,despesa,246.43,Educação — transação automática,Cartão de Crédito
2023-01-30,Bônus,receita,9093.41,Bônus — transação automática,Pix
2024-05-09,Moradia,despesa,517.58,Moradia — transação automática,Débito
2022-09-17,Vestuário,despesa,375.16,Vestuário — transação automática,Cartão de Crédito
2023-04-25,Lazer,despesa,633.57,Lazer — transação automática,Transferência
2024-06-10,Bônus,receita,3425.03,Bônus — transação automática,Débito
2024-10-30,Impostos,despesa,211.21,Impostos — transação automática,Boleto
2024-06-24,Educação,despesa,567.98,Educação — transação automática,Pix
2022-02-13,Saúde,despesa,472.91,Saúde — transação automática,Transferência
2024-05-13,Assinaturas,despesa,259.27,Assinaturas — transação automática,Cartão de Crédito
2023-07-02,Impostos,despesa,266.72,Impostos — transação automática,Boleto
2023-03-21,Lazer,despesa,170.46,Lazer — transação automática,Cartão de Crédito
2022-10-31,Alimentação,despesa,547.13,Alimentação — transação automática,Pix
2022-09-03,Assinaturas,despesa,96.43,Assinaturas — transação automática,Cartão de Crédito
2022-06-29,Rendimentos,receita,4249.51,Rendimentos — transação automática,Pix
2023-03-05,Vestuário,despesa,55.64,Vestuário — transação automática,Transferência
2022-08-17,Rendimentos,receita,4531.67,Rendimentos — transação automática,Pix
2023-09-10,Educação,despesa,129.09,Educação — transação automática,Débito
2023-09-12,Rendimentos,receita,4524.54,Rendimentos — transação automática,Cartão de Crédito
2022-06-28,Alimentação,despesa,689.86,Alimentação — transação automática,Débito
2022-09-15,Freelance,receita,4562.39,Freelance — transação automática,Boleto
2022-09-18,Bônus,receita,2786.17,Bônus — transação automática,Transferência
2024-01-08,Moradia,despesa,104.85,Moradia — transação automática,Transferência
2022-09-09,Freelance,receita,4565.55,Freelance — transação automática,Cartão de Crédito
2023-10-30,Impostos,despesa,5.0,Impostos — transação automática,Transferência
2023-01-22,Manutenção,despesa,68.46,Manutenção — transação automática,Cartão de Crédito
2022-01-11,Rendimentos,receita,5555.1,Rendimentos — transação automática,Pix
2023-01-14,Rendimentos,receita,2547.7,Rendimentos — transação automática,Transferência
2023-06-27,Moradia,despesa,374.44,Moradia — transação automática,Transferência
2024-12-05,Transporte,despesa,493.56,Transporte — transação automática,Cartão de Crédito
2022-08-03,Manutenção,despesa,399.01,Manutenção — transação automática,Transferência
2022-07-24,Impostos,despesa,602.37,Impostos — transação automática,Transferência
2024-04-09,Moradia,despesa,118.42,Moradia — transação automática,Boleto
2022-10-17,Salário,receita,2883.01,Salário — transação automática,Transferência
2022-01-19,Manutenção,despesa,907.5,Manutenção — transação automática,Débito
2022-08-14,Bônus,receita,4098.12,Bônus — transação automática,Cartão de Crédito
2023-05-08,Vestuário,despesa,567.93,Vestuário — transação automática,Boleto
2022-04-08,Salário,receita,7316.52,Salário — transação automática,Cartão de Crédito
2024-09-21,Rendimentos,receita,2928.76,Rendimentos — transação automática,Cartão de Crédito
2023-11-20,Vestuário,despesa,421.91,Vestuário — transação automática,Boleto
2024-01-12,Moradia,despesa,481.94,Moradia — transação automática,Cartão de Crédito
2022-04-26,Moradia,despesa,710.19,Moradia — transação automática,Boleto
2024-10-25,Assinaturas,despesa,5.0,Assinaturas — transação automática,Cartão de Crédito
2022-04-22,Impostos,despesa,43.52,Impostos — transação automática,Débito
2022-11-02,Alimentação,despesa,284.62,Alimentação — transação automática,Boleto
2024-05-17,Alimentação,despesa,779.22,Alimentação — transação automática,Débito
2023-07-10,Lazer,despesa,13.43,Lazer — transação automática,Pix
2022-12-06,Rendimentos,receita,4777.26,Rendimentos — transação automática,Débito
2024-10-28,Impostos,despesa,45.64,Impostos — transação automática,Débito
2022-11-05,Impostos,despesa,401.16,Impostos — transação automática,Boleto
2022-01-06,Moradia,despesa,32783.32,Moradia — transação automática [ANOMALIA INJETADA],Cartão de Crédito
2023-09-18,Alimentação,despesa,668.53,Alimentação — transação automática,Transferência
2024-04-29,Lazer,despesa,84.67,Lazer — transação automática,Cartão de Crédito
2024-03-17,Lazer,despesa,236.09,Lazer — transação automática,Transferência
2022-10-24,Lazer,despesa,729.69,Lazer — transação automática,Pix
2023-03-09,Vestuário,despesa,554.34,Vestuário — transação automática,Débito
2024-03-12,Rendimentos,receita,4910.54,Rendimentos — transação automática,Pix
2024-07-16,Transporte,despesa,28494.38,Transporte — transação automática [ANOMALIA INJETADA],Boleto
2024-07-07,Moradia,despesa,225.59,Moradia — transação automática,Pix
2023-11-19,Lazer,despesa,412.1,Lazer — transação automática,Débito
2024-10-22,Impostos,despesa,481.6,Impostos — transação automática,Transferência
2023-10-18,Transporte,despesa,5.0,Transporte — transação automática,Débito
2023-04-22,Assinaturas,despesa,5.0,Assinaturas — transação automática,Débito
2023-01-25,Transporte,despesa,867.08,Transporte — transação automática,Boleto
2022-03-14,Manutenção,despesa,442.37,Manutenção — transação automática,Cartão de Crédito
2024-03-20,Alimentação,despesa,313.84,Alimentação — transação automática,Pix
2024-03-31,Impostos,despesa,203.87,Impostos — transação automática,Pix
2022-02-12,Moradia,despesa,524.15,Moradia — transação automática,Boleto
2024-09-18,Freelance,receita,1265.59,Freelance — transação automática,Débito
2022-03-28,Moradia,despesa,336.65,Moradia — transação automática,Transferência
2023-04-01,Impostos,despesa,387.08,Impostos — transação automática,Débito
2023-10-24,Assinaturas,despesa,353.24,Assinaturas — transação automática,Débito
2022-03-08,Assinaturas,despesa,626.45,Assinaturas — transação automática,Boleto
2023-08-06,Impostos,despesa,5.0,Impostos — transação automática,Pix
2024-05-02,Vestuário,despesa,294.28,Vestuário — transação automática,Transferência
2024-02-21,Transporte,despesa,381.38,Transporte — transação automática,Transferência
2024-12-09,Salário,receita,7016.79,Salário — transação automática,Pix
2022-10-29,Moradia,despesa,341.02,Moradia — transação automática,Pix
2024-01-16,Assinaturas,despesa,346.99,Assinaturas — transação automática,Boleto
2022-12-10,Vestuário,despesa,218.7,Vestuário — transação automática,Transferência
2024-02-28,Vestuário,despesa,364.39,Vestuário — transação automática,Cartão de Crédito
2022-05-22,Assinaturas,despesa,289.86,Assinaturas — transação automática,Boleto
2024-04-19,Alimentação,despesa,5.0,Alimentação — transação automática,Transferência
2023-05-25,Bônus,receita,5229.55,Bônus — transação automática,Boleto
2023-12-19,Manutenção,despesa,459.56,Manutenção — transação automática,Boleto
2024-02-08,Educação,despesa,625.34,Educação — transação automática,Transferência
2024-05-26,Freelance,receita,1182.16,Freelance — transação automática,Cartão de Crédito
2022-02-03,Salário,receita,2839.23,Salário — transação automática,Débito
2023-12-31,Manutenção,despesa,116.83,Manutenção — transação automática,Boleto
2023-03-30,Saúde,despesa,5.0,Saúde — transação automática,Débito
2022-07-16,Bônus,receita,4003.56,Bônus — transação automática,Débito
2022-06-08,Vestuário,despesa,641.13,Vestuário — transação automática,Boleto
2023-10-18,Bônus,receita,3934.34,Bônus — transação automática,Boleto
2023-01-05,Impostos,despesa,650.9,Impostos — transação automática,Cartão de Crédito
2022-10-06,Bônus,receita,7442.89,Bônus — transação automática,Boleto
2024-07-26,Alimentação,despesa,318.36,Alimentação — transação automática,Pix
2023-07-27,Manutenção,despesa,296.75,Manutenção — transação automática,Pix
2022-05-07,Salário,receita,4780.78,Salário — transação automática,Pix
2024-08-14,Vestuário,despesa,607.31,Vestuário — transação automática,Pix
2023-06-12,Educação,despesa,322.82,Educação — transação automática,Débito
2023-05-17,Assinaturas,despesa,956.99,Assinaturas — transação automática,Débito
2023-11-25,Alimentação,despesa,644.31,Alimentação — transação automática,Pix
2022-12-31,Lazer,despesa,5.0,Lazer — transação automática,Pix
2023-09-09,Transporte,despesa,373.09,Transporte — transação automática,Transferência
